city_ascii;lat;lng
Mussoorie;304500;780800
Chorbog;386667;687667
Ayabe;353000;1352667
Ouro Fino;-222828;-463689
Titlagarh;203000;831500
Mahemdavad;228300;727700
Kreuztal;509667;79667
Frederico Westphalen;-273589;-533939
Inkhil;330000;361167
Babura;256838;847825
Waterloo;507167;43833
San Andres Xecul;149000;-914833
Mae Sot;167131;985747
Carballo;432167;-86833
Yawatahama-shi;334667;1324167
Mundelein;422693;-880102
Tredyffrin;400663;-754540
Nardo;401797;180333
Kosonsoy;412500;715500
Naugatuck;414890;-730518
Pasadena;391552;-765537
Whitstable;513610;10260
South Kingstown;414458;-715440
Ozd;482192;202869
Cicero;431662;-760662
Husainabad;245285;840000
Santa Cruz;101819;-675025
Los Altos;373684;-1220965
Zima;539167;1020500
Dimataling;75297;1233661
Sosnogorsk;636000;539000
Wanghong Yidui;381993;1062284
Huangxicun;244684;1157751
Qo`rg`ontepa;407336;727583
Changuinola;94300;-825200
Dasol;159896;1198805
Ibaraki;362869;1404245
Lowicz;521000;199333
Puerto Wilches;73500;-739000
Verbania;459228;85519
Okagaki;338536;1306111
Carlsbad;324010;-1042388
Masqat;235889;584083
Chinnalapatti;102875;779120
Bunyan;388486;358592
Aiken;335303;-817271
Marks;517167;467500
Rheinberg;515467;66006
Kostopil;508833;264431
Duluth;340053;-841492
Laramie;413099;-1056085
Bagac;145951;1203918
Westville;-298310;309250
Jam;278236;523303
Santa Fe do Sul;-202108;-509258
Tongeren;507794;54631
Neira;51664;-755189
Halden;591264;114828
Cibolo;295634;-982115
Save;80333;24833
Qara;298833;402167
Hitoyoshi;322167;1307500
Riga;266553;854420
Mograne;344167;-64333
Netivot;314167;345833
Tiquipaya;-173333;-662167
Stratford;433708;-809819
Yingyangcun;220974;1067567
Kaminokawa;364393;1399099
Monjas;145010;-898723
Cay;385926;310274
Aracoiaba da Serra;-235053;-476142
Barrinha;-211936;-481639
Periyanayakkanpalaiyam;111544;769499
Trebinje;427089;183217
Fagaras;458447;249742
Posse;-140928;-463689
Pulupandan;105167;1228000
La Verne;341207;-1177703
Chantal;182000;-738833
Wenxian Chengguanzhen;329421;1046870
Margram;241516;878442
Devanhalli;132300;777000
Lloydminster;532783;-1100050
Laguna Hills;335918;-1176991
Rio Bravo;144011;-913195
Guamo;40833;-749167
Shepparton;-363833;1454000
Bolobo;-21667;162333
Atwater;373529;-1205959
Buey Arriba;201736;-767494
Newark;396776;-757576
Al Husayniyah;308617;319181
Radcliffe;535615;-23268
Mamaroneck;409443;-737488
Pointe-Claire;454500;-738167
Podili;156040;796080
Kudymkar;590167;546667
Yahsihan;398503;334536
Burgdorf;524500;100083
Vinkovci;452911;188011
Eyvan;338272;463097
Shrigonda;186160;746980
Buenavista;137394;1224675
Ngudu;-29667;333333
Candido Mota;-227464;-503869
Cuauhtemoc;193281;-1036028
Araguatins;-56508;-481239
Ostuni;407333;175833
Caracal;441125;243472
Kandalaksha;671569;324117
Manduria;404000;176333
Yaita;368067;1399241
Parambu;-62108;-406939
Duanshan;257943;1066983
Vienne;455242;48781
Ipora;-164419;-511178
Siraway;75853;1221406
Yby Yau;-229631;-565358
Mansa;234300;726700
Bittou;112575;-3039
Palaiya Ayakkudi;104560;775595
Rosignano Marittimo;434000;104667
Guanhaes;-187750;-429328
Karera;254581;781358
Maryville;357468;-839789
Culleredo;432883;-83894
Gata;78500;1243500
Pindare-Mirim;-36078;-453428
Taozhuangcun;309694;1208095
Vitoria do Mearim;-34619;-448708
Perico;227753;-810153
Norwood;421861;-711948
Coria del Rio;372833;-60500
San Antonio Ilotenango;150544;-912286
Mainaguri;265640;888200
Burgess Hill;509535;-1262
Bielsk Podlaski;527667;232000
Shawnee;353531;-969647
Cambita Garabitos;184500;-702000
Brasilia de Minas;-162078;-444289
Paracelis;171811;1214036
Khanah Sur;364731;416161
San Juan Ixcoy;156000;-914500
Lobos;-351833;-590833
Yingshouyingzi;405451;1176560
Lake Magdalene;280875;-824791
Ambatomiady;-196833;474167
Marigliano;409333;144500
Maubeuge;502775;39734
Alamogordo;328837;-1059625
Malakanagiri;183500;819000
Sakaraha;-229167;445497
Danghara;380983;693467
Eshtehard;357239;503697
Lagos;371028;-86728
Saratoga;372684;-1220263
San Narciso;150167;1200833
Lushnje;409333;197000
Bogoroditsk;537667;381333
Varto;391731;414558
Flores da Cunha;-290289;-511819
Werl;515500;79200
Orillia;446000;-794167
Minacu;-135328;-482200
Lukow;519272;223833
Chitral;358511;717889
Sibanicu;212389;-775211
Sabana Grande de Boya;189500;-698000
Tewksbury;426120;-712278
Tokmak;472514;357058
North Royalton;413138;-817450
Puthupalli;95594;765722
Sovetskiy;613614;635842
Kalgoorlie;-307489;1214658
Ski;597419;108939
Espinosa;-149081;-428103
Touros;-51989;-354608
Hadagalli;150200;759500
Nantan;351000;1354667
Lakeside;301356;-817674
Benguema;83333;-130667
Lavras da Mangabeira;-67528;-389719
Kuttanallur;107069;795235
Tairan Camp;66500;1218667
Sakhipur;243167;901750
Portao;-297019;-512419
Bembereke;102250;26681
Vohitrandriana;-207500;482667
Neuruppin;529331;128000
Livingston;407855;-743291
Egra;219000;875300
Itabela;-165750;-395528
Illescas;401167;-38333
Muritiba;-126258;-389900
Oak Ridge;359639;-842938
Taramangalam;117000;779800
Best;515167;54000
Manavadar;215000;701300
Tijucas;-272408;-486339
Schonebeck;520167;117500
Guanta;102383;-645917
Nicholasville;378906;-845668
Marar;255392;865074
Amircan;404264;499836
Leusden;521333;54333
Chagne;109500;365000
New Bern;350955;-770723
San Miguel;107833;1224667
LaGrange;330274;-850384
Itapemirim;-210108;-408339
Bochnia;499833;204333
Andranovory;-231333;441333
Canguaretama;-63800;-351289
Matoes;-55189;-431989
Ambanja;-136786;484522
Omaezaki;346379;1381281
Chengam;123112;787925
Sacele;456200;257097
Parsuram;232135;914447
Kamisato;362516;1391447
Arcos de la Frontera;367500;-58000
Inami;347488;1349135
Dyurtyuli;554833;548667
Nova Russas;-47000;-405667
Xingang;235600;1203500
Mocimboa da Praia;-113500;403333
Nazare da Mata;-77419;-352278
Balatan;133167;1232333
Ballwin;385950;-905500
Santa Vitoria do Palmar;-335189;-533678
La Paz;82801;1258092
Dolo Odo;41667;420667
Cleburne;323568;-974151
Nartkala;435500;438500
Warrnambool;-383833;1424833
Joao Alfredo;-78558;-355878
San Isidro;114167;1243500
Niles;420278;-878099
Bel Air North;395543;-763732
Rostov;571833;394167
Einbeck;518167;98667
Salou;410796;11316
Westfield;406516;-743432
Tangua;-227300;-427139
Taiobeiras;-158078;-422328
Mossendjo;-29500;127333
Orcutt;348691;-1204222
Zywiec;496892;192058
Kanzakimachi-kanzaki;333167;1303667
Cornelius;354724;-808813
Tunduru;-110667;373500
Ganassi;78269;1241034
Fabriano;433333;129167
Lohmar;508167;72167
Pichanal;-233167;-642167
Bela Cruz;-30508;-401678
Bannur;123329;768620
Alma;485500;-716500
Aglipay;164889;1215874
Gamu;170500;1218333
Cabrobo;-85119;-393069
Devarshola;115437;764404
Tsuruno;408087;1403801
Colinas do Tocantins;-80589;-484750
Raghopur;261785;860892
Manawar;222300;750800
Uran;188900;729500
Leh;341642;775847
SeaTac;474444;-1222986
Beverley;538450;-4270
Vicencia;-76569;-353269
Voorhees;398450;-749549
San Gregorio de Nigua;183833;-700833
Garner;356936;-786181
Tepetlaoxtoc;195731;-988203
Pisek;493089;141475
Unterschleissheim;482833;115667
Saraykoy;379265;289267
Ennepetal;512833;73333
Rio Blanco;129325;-852244
Capela;-105028;-370528
Myszkow;505833;193167
Gurnee;423708;-879392
Anilao;109785;1227531
West Warwick;416986;-715157
Laranjeiras do Sul;-254078;-524158
Qahderijan;325767;514550
Jonuta;180333;-921333
Minas Novas;-172189;-425900
Opelika;326612;-853769
Novoyavorovskoye;499311;235731
Alegre;-207639;-415328
Rasra;258500;838500
Keles;414033;692067
Estrela;-295019;-519658
Hajduboszormeny;476667;215167
Hopkinsville;368381;-874775
Jarinu;-231014;-467283
Tekeli;448300;788239
Guaira;-240800;-542558
Colgong;252633;872326
San Ramon;129236;-858389
Southlake;329545;-971503
Duanzhuang;365796;1117577
Synelnykove;483178;355119
Novo Cruzeiro;-174678;-418750
Xinzhaidian;378136;1147144
Treviglio;455214;95928
Catole do Rocha;-63439;-377469
Amaga;60500;-757000
Orangeville;439167;-801167
Nanwucun;373885;1155529
Toribio;29581;-762714
Emmen;470833;83000
Olopa;146833;-893500
Princeton;403562;-746693
Bowling Green;413776;-836495
Fort Erie;429167;-790167
Sagwara;236681;740244
Madruga;229164;-818572
Papa;473237;174680
Anse-a-Foleur;199000;-726167
Juquitiba;-239319;-470686
Ciudad Melchor de Mencos;170667;-891500
Andernach;504397;74017
Rio Branco do Sul;-251900;-493139
Milford Mill;393444;-767668
Farsan;322553;505711
Tirwa;269633;797922
Gobernador Virasora;-280500;-560333
Yanai;339667;1321167
Yunoshima;358059;1372441
To`raqo`rg`on;410000;715158
Taunusstein;501333;81500
Phu My;105906;1070481
North Andover;426713;-710865
Bielawa;507000;166167
Banamba;135500;-74500
Aungban;206667;966333
Thung Song;81669;996745
Torrijos;133167;1220833
Osterholz-Scharmbeck;532167;88000
Villa Donato Guerra;193083;-1001422
Canyon Lake;298761;-982611
Holbaek;557156;117225
Kuttuparamba;118300;755800
Decines-Charpieu;457694;49594
Suzak;408981;729047
Victoria;-326167;-601667
Anjad;220417;750552
Thuan Tien;100894;1058281
San Andres del Rabanedo;426167;-56000
North Chicago;423172;-878595
Wuyuan;410896;1082722
Mont-de-Marsan;438900;-5000
Rapallo;443500;92333
Chimakurti;155819;798680
Middle River;393436;-764253
Founougo;114808;25322
Sokuluk;428600;743000
Drexel Heights;321453;-1110480
Motomiya;375132;1403938
Uzynaghash;432297;763100
Alcazar de San Juan;394056;-32056
Sardrud;380286;461475
North Tonawanda;430457;-788659
Puerto de la Cruz;284167;-165500
Pokhram;259358;861974
Rehli;236300;790800
Kirov;540833;343167
Draveil;486852;24080
Blagodarnyy;451000;434500
Metu;83000;355833
Gorna Oryahovitsa;431333;257000
Shahpura;256300;749300
Kailahun;82772;-105739
G'ijduvon Shahri;401000;646667
Rio Preto da Eva;-26989;-597000
Aspropyrgos;380667;235833
Nanyo;380551;1401476
Hellin;385167;-16833
Calafell;412004;15693
Ferry Pass;305205;-871899
Ob;549917;827125
Gaggenau;488039;83194
Ar Ruhaybah;337436;367012
Askoy;604667;51500
Quillabamba;-128681;-726931
Bad Hersfeld;508683;97075
Xinpo;197738;1103658
Jima Abajo;191300;-703800
Lalla Mimouna;348500;-60669
El Fanar;338667;355667
Mukumbura;-162000;316833
Newington;416870;-727308
Pantao-Ragat;80500;1241500
Fetesti;444150;278236
Afonso Claudio;-200739;-411239
Ono;359797;1364875
Motema;86167;-111667
Walsrode;528667;95833
Tchindjendje;-128167;149333
Santa Maria;173719;1204814
Besiri;379210;412920
Slavgorod;529833;786667
Maguing;79000;1244000
Korinthos;379386;229272
Tskhinvali;422257;439701
Itaporanga d'Ajuda;-109978;-373108
Bandar-e Lengeh;265581;548806
Ash Shinan;271782;424430
Aarschot;509842;48333
Ypacarai;-253833;-572667
Kalpatta;116088;760814
Ust'-Dzheguta;440872;419733
Friedberg;483500;109833
Sali;144383;-170125
Bala Koh;365753;668203
Horki;542667;309833
Balungao;159000;1207000
Hirakawacho;405841;1405665
Mahugaon;225748;757445
Togitsu;328289;1298486
Candijay;98180;1244960
Iguape;-247081;-475553
Dalin;235989;1204700
Huanta;-129397;-742475
Telimele;109050;-130430
Granger;417374;-861348
Adilcevaz;388058;427469
Morristown;362043;-833001
Weatherford;327536;-977723
Tsuru;355515;1389054
Pop;408736;711089
Koratgi;156081;766597
Dumalag;113039;1226214
Carlos Barbosa;-292978;-515039
Kafr Nubl;356139;365611
Myoko;370252;1382535
Kalappatti;110794;770371
Madhepur;261775;863783
Abu Suwayr;305633;321155
Villa Comaltitlan;151667;-926167
Pittsford;430733;-775268
Rotterdam;428133;-740129
Al Madad;137167;447333
Candelaria;156333;1199333
Graneros;-340647;-707264
Bretten;490364;87061
Balete;115553;1223792
Shetang;345568;1059722
Daheba;280259;1064134
Iguig;177517;1217364
Northport;332586;-875993
Galdacano;432306;-28458
Chimichagua;92500;-738167
Salay;88667;1248000
Garaimari;240217;886263
Anse a Pitre;180500;-717500
Souk et Tnine Jorf el Mellah;344833;-55169
Kondopoga;622000;342833
Talwara;319376;758866
Jamtara;239500;868000
Lawrenceville;339523;-839932
Mannargudi;112761;795520
Galesburg;409506;-903763
Panakkudi;83492;775672
Xunjiansi;239620;1031925
Magadi;129700;772300
Las Nieves;87351;1256010
Wallkill;414854;-743939
Kibiti;-77296;389500
Gukeng;236500;1205667
Cihuatlan;192500;-1045667
Dauin;92000;1232667
Kuah;63167;998500
Valdepenas;387667;-34000
Gudalur;111455;769366
Kombissiri;120667;-13333
Vinces;-15500;-797333
Dayr Abu Sa`id;325025;356922
Jinka;57833;365667
Navapur;211700;737800
Calintaan;125756;1209428
Temse;511167;42000
Friedberg;503333;87500
Quezaltepeque;146333;-894500
Salaya;223200;696000
Augustow;538436;229794
Lewe;196333;961167
Zionsville;399897;-863182
Matsubushi;359258;1398152
Gorodets;566500;434833
Socorro;65333;-732000
Budaors;474607;189580
Highland Park;421823;-878104
Trutnov;505606;159131
Padada;66333;1253500
Sue;335872;1305072
Petite Riviere de Nippes;184833;-732500
Pinhao;-256958;-516600
Bergen;526667;47167
Piagapo;80000;1242000
Mozhaysk;555167;360333
Shangpa;269052;988679
`Aynkawah;362292;439936
Qaratau;431667;704500
Candelaria;-296689;-527889
Yoshida;347709;1382520
Marogong;76667;1241500
Zaragoza;146498;-908902
Rendsburg;543000;96667
Neuburg;487333;111833
Tameslouht;315000;-81000
Kotturu;148262;762259
Northfleet;514400;3400
Hafnarfjordhur;640200;-219700
Dahana;380583;698667
Agde;433108;34758
LaSalle;422167;-830667
Austintown;410932;-807405
Makato;117120;1222922
Greenville;333850;-910514
Plympton;503860;-40510
Birur;135972;759717
Tizi Gheniff;365891;37678
Crevillente;382486;-8089
Ikoto;40783;331089
El Kseur;366844;48522
Salem;427902;-712202
Les Palmes;183333;-728500
Guotang;238414;1159157
Tasova;407500;363167
Paraipaba;-34389;-391478
Bra;447000;78500
Planadas;31964;-756444
Milford;421565;-715188
Mathba;223000;899500
Liberty;392394;-944191
Miramar;-382667;-578333
Tabio;49158;-740983
Brodnica;532597;193956
Xiaba;278825;1081017
Mucari;-94667;169167
Minudasht;372289;553747
Agno;161161;1198027
Sottaiyampalaiyam;114053;776794
Conguaco;140470;-900336
Du Yar;152617;977819
L'Arbaa Nait Irathen;366367;42067
Motala;585333;150333
Krishnarajpet;126662;764877
Sainte-Julie;455833;-733333
Shibancun;221539;1107082
Barbosa;59330;-736210
Placer;96570;1256016
Hakmana;60796;806577
Landhaura;298200;779300
Bontoc;103500;1249667
Shubrakhit;310275;307128
Ragan Sur;173167;1217833
Yong'ancun;231788;1126904
Nattam;102249;782310
Pervomaiskyi;493869;362142
Bugarama;-26972;290083
San Roque;125330;1248670
Condega;133617;-863972
Mundi;220700;765000
Selargius;392537;91606
Sao Luis de Montes Belos;-165250;-503719
Soledade;-288178;-525100
Heesch;517333;55333
Sheohar;265200;853000
Uychi;410294;718483
Ambalavao;-218333;469333
Nelson;538346;-22180
Tacuba;139000;-899333
Meschede;513500;82833
Waltrop;516167;73833
Irara;-120500;-387669
Villa Regina;-391000;-670667
Culemborg;519500;52333
Saint-Etienne-du-Rouvray;493786;11050
Hengchun;220000;1207500
Gongyefu;418378;1185011
Chikuzen;334570;1305952
Maleme Hodar;140883;-152944
Werne an der Lippe;516667;76167
Saalfeld;506500;113667
Campo Alegre de Lourdes;-95158;-430108
Canosa di Puglia;412167;160667
Jalawla';342719;451681
Nan'ao;385162;1145648
Ambinanitelo;-153500;495833
Ibrahimpatnam;166056;803786
Degeh Bur;82167;435667
Devarkonda;166919;789207
Saho;259718;861537
Andranomanelatra;-197833;471000
Casma;-94742;-783106
Arda;323087;765772
Sanford;354875;-791770
Santa Rita;148667;-891000
Buenavista;100833;1241167
Merzig;494500;66167
Bourgoin-Jallieu;455861;52736
Monterey;365919;-1218808
Pitanga;-247569;-517608
Uar Esgudud;12667;413833
Baxdo;57889;472267
Sabanilla;173167;-926167
Carpentras;440558;50489
Bourem Guindou;169004;-3500
Tsitondroina;-213000;459833
Asipovichy;532933;284756
Evaz;277600;540072
Vernon;418364;-724606
East Lake-Orient Park;279970;-823653
Pitou;238775;1204706
Kelkheim (Taunus);501378;84497
San Lucas Sacatepequez;146095;-906568
Leduc;532594;-1135492
Balabagan;75333;1241167
Dala;-110342;202036
Sint-Michielsgestel;516433;53586
Southgate;422047;-832057
Murliganj;259000;869800
Hengshuicun;223674;1114105
Arlon;496833;58167
Eastern Goleta Valley;344448;-1197879
Pattikonda;154000;775167
Santana do Acarau;-34608;-402119
Izegem;509172;32150
Esmeralda;218561;-781114
Tonisvorst;513208;64931
Carinhanha;-143050;-437650
Vyshhorod;505833;304853
Giannitsa;407833;224000
Alluru;151317;785131
Pignon;193333;-721167
Paripiranga;-106878;-378619
Oosterend;530036;60664
Puente-Genil;373833;-47667
Fresno;51556;-750403
Schwelm;512667;72667
San Jacinto;125683;1237336
Santiago de Baney;37000;89167
Zamboanguita;91000;1231990
Benito Soliven;169833;1219500
Dzyarzhynsk;536833;271333
General Alvear;-349667;-677000
Casa Branca;-217739;-470858
San Rafael;201889;-968658
Ancon;89700;-795500
Meissen;511667;134833
Mandali;337333;455500
Inagawa;348951;1353761
Zhangguzhuang;380584;1152891
Chamblee;338842;-843007
Raytown;389944;-944641
Villa Dolores;-319333;-652000
Leonding;482792;142528
Pardi;205200;729500
Xalatlaco;191811;-994164
Aral;467833;616667
Tequisquiapan;205206;-998958
Villa Gesell;-372556;-569681
Mocajuba;-25839;-495069
Nepanagar;214558;764494
Carney;394050;-765235
San Luis;157167;1215167
Algonquin;421629;-883159
Changzhi;226833;1205333
Kinik;390939;273767
Savanette;186833;-720500
Vaihingen an der Enz;489328;89564
N'Gaous;355550;56106
Capim;-16750;-477750
Lakheri;256700;761700
Heywood;535900;-22190
Comiso;369500;146000
Olocuilta;135667;-891167
Kabalo;-60500;269167
Hosdurga;137963;762841
Landsberg;480478;108989
Purificacion;38667;-749333
Dedovsk;558500;371167
Rota;366167;-63500
Mbanga;45092;95681
Nauhata;259971;864887
Rietberg;518000;84333
Mahon;398894;42642
Antsampandrano;-199167;475667
Pasuquin;183342;1206183
Nanga Eboko;46708;123731
Bella Vista;364667;-942707
Vadakku Valliyur;83833;776500
Swarzedz;524083;170714
Pilon;199053;-773208
Gloucester;426260;-706897
Hattersheim;500722;84864
Crofton;390144;-766800
Jamai;221964;785919
Petrich;413953;232069
Rhennouch;339300;100700
Misilmeri;380333;134500
Igarapava;-200383;-477469
Parabiago;455583;89477
Flandes;42833;-748000
Manjo;48500;98167
Artemovskiy;573564;618711
Alushta;446672;343978
Rancharia;-222289;-508928
Brecht;513500;46333
Zaltbommel;518000;52500
Santiago do Cacem;380167;-87000
Spinea;454931;121606
Ban Bang Khu Wat;139576;1004903
Atascadero;354827;-1206858
Alquizar;228067;-825828
Calimete;225339;-809097
Bonou;69000;24500
Shuangtian;228640;1145443
Carmo do Paranaiba;-190008;-463158
Mangdongshan;241169;983085
Labasa;-164311;1793703
Redondela;422833;-86167
Central;305593;-910369
Chiknayakanhalli;134161;766206
Mashan;370017;1118933
Bayramic;398128;266100
Atbasar;518000;683333
Xinmin;254831;1048416
Vattalkundu;101630;777580
Piraju;-231936;-493839
Kitaakita;402260;1403708
Vallentuna;595333;180833
Asha;550000;572667
Bosanska Krupa;448833;161500
Ozumba;190392;-987936
Manticao;84042;1242867
Paraparaumu;-409167;1750167
Licab;155400;1207619
Brunssum;509500;59667
South Ubian;51833;1204833
Toksun;427918;886536
Sumilao;83281;1249783
Matinhos;-258178;-485428
San Agustin Chahal;157500;-895667
North Cowichan;488236;-1237192
Gotse Delchev;415667;237333
Nowy Dwor Mazowiecki;524333;207167
New Smyrna Beach;290249;-809652
Kumalarang;77478;1231442
Winter Park;285989;-813442
Arniquet;181500;-738833
Orchard Park;427516;-787455
Eagle;437223;-1163866
Tournefeuille;435853;13442
Banning;339460;-1168992
Baglung;282667;836000
Albany;-350228;1178814
Dembi Dolo;85333;348000
Gustrow;537939;121764
Atmakur;146167;796167
Kottakota;136573;782625
Lavezares;125333;1243333
Juchitepec;190997;-988792
Uttamapalaiyam;98000;773333
Yangshuling;409942;1188791
Antsahalava;-195833;474667
Oelde;518333;81500
Mudbidri;129101;750030
Riesa;513081;132939
Ladwa;299958;770400
East Windsor;402606;-745295
Poas;101060;-842475
Sevenoaks;512781;1874
Konigsbrunn;482689;108908
Sonamukhi;233000;874200
Khunti;230140;852724
Garfield Heights;414199;-816038
Winnenden;488764;93978
Bad Zwischenahn;531836;80097
Mahendragarh;282800;761500
Santo Domingo;176414;1204108
Figuil;97667;139667
Udaipur;277289;754716
Garchitorena;138833;1237000
Johnston;418274;-715202
Chichaoua;315333;-87667
Budaka;10167;339450
Nakrekal;171667;794333
